,property_type,society,sector,price,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,Built_up_area,Carpet_area,Super_built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
149,house,independent,sector 12,0.9,13333.0,675.0,Built Up area: 675 (62.71 sq.m.),4,4,0,2.0,,Undefined,675.0,,,0,0,0,0,0,unfurnished,0
150,house,independent,sector 2,5.0,15384.0,3250.0,Carpet area: 3250 (301.93 sq.m.),6,6,2,1.0,South,Undefined,,3250.0,,0,0,0,0,0,unfurnished,0
151,house,independent,sector 14,5.0,22222.0,2250.0,Plot area 250(209.03 sq.m.),3,3,3,1.0,South,Moderately Old,2249.0,,,0,0,0,0,0,unfurnished,28
152,house,unitech uniworld resorts,sector 33,9.5,23333.0,4071.0,Plot area 500(418.06 sq.m.),5,7,4,2.0,East,Under Construction,4498.0,,,1,1,1,1,0,unfurnished,70
153,house,independent,sector 56,7.25,29336.0,2471.0,Plot area 303(253.35 sq.m.),8,8,4,0.0,North-East,Moderately Old,2726.0,,,0,0,0,0,0,semifurnished,23
154,house,independent,sector 3,1.5,10288.0,1458.0,Plot area 162(135.45 sq.m.)Built Up area: 210 sq.yards (175.59 sq.m.),3,3,0,,,Old Property,210.0,,,0,0,0,0,0,unfurnished,0
155,house,independent,sector 5,3.75,11029.0,3400.0,Built Up area: 3400 (315.87 sq.m.)Carpet area: 1836 sq.ft. (170.57 sq.m.),5,5,4,3.0,,Undefined,3400.0,1836.0,,0,0,0,0,0,unfurnished,0
156,house,rajendra park gurgaon,sector 105,0.37,10277.0,360.0,Plot area 360(33.45 sq.m.),4,3,2,3.0,East,Relatively New,360.0,,,0,0,0,0,0,unfurnished,0
157,house,independent,sector 13,2.25,6944.0,3240.0,Carpet area: 360 (301.01 sq.m.),10,10,2,1.0,East,Undefined,,360.0,,0,0,0,0,0,unfurnished,0
158,house,independent,sector 7,1.15,8518.0,1350.0,Plot area 150(125.42 sq.m.),5,3,2,2.0,North-East,Old Property,1350.0,,,0,0,0,1,0,unfurnished,19
159,house,independent,arju,0.49,11250.0,436.0,Plot area 360(33.45 sq.m.),6,3,2,3.0,East,Moderately Old,360.0,,,0,0,0,0,0,unfurnished,6
160,house,house number b-34,sector 5,0.8,8888.0,900.0,Plot area 900(83.61 sq.m.)Built Up area: 900 sq.ft. (83.61 sq.m.),2,2,1,1.0,,Old Property,900.0,,,0,0,0,0,0,unfurnished,0
161,house,independent,sector 21,1.6,11852.0,1350.0,Plot area 150(125.42 sq.m.)Built Up area: 120 sq.yards (100.34 sq.m.),5,5,2,3.0,,Relatively New,120.0,,,0,0,0,0,0,unfurnished,0
162,house,independent,sector 26,7.0,39265.0,1783.0,Plot area 1782.72(165.62 sq.m.),5,5,2,3.0,North-East,Relatively New,1782.0,,,0,1,0,0,0,unfurnished,9
163,house,independent,sector 9,0.5,6083.0,822.0,Built Up area: 822 (76.37 sq.m.)Carpet area: 750 sq.ft. (69.68 sq.m.),3,2,1,1.0,,Undefined,822.0,750.0,,0,0,0,0,0,unfurnished,0
164,house,independent,sector 38,8.0,230547.0,347.0,Built Up area: 347 (32.24 sq.m.)Carpet area: 215 sq.ft. (19.97 sq.m.),10,10,4,1.0,North,Undefined,347.0,215.0,,0,0,0,0,0,unfurnished,0
165,house,independent,sector 21,0.45,8411.0,535.0,Carpet area: 535 (49.7 sq.m.),3,2,1,1.0,,Undefined,,535.0,,0,0,0,0,0,unfurnished,0
166,house,independent,sector 13,0.62,32291.0,192.0,Built Up area: 192 (17.84 sq.m.),6,6,0,3.0,,Undefined,192.0,,,0,0,0,0,0,unfurnished,0
167,house,independent,sector 6,1.0,41666.0,240.0,Built Up area: 240 (22.3 sq.m.),6,4,0,3.0,,Undefined,240.0,,,0,0,0,0,0,unfurnished,0
168,house,independent,laxma,4.12,8889.0,4635.0,Plot area 515(430.61 sq.m.),2,1,4,,,Moderately Old,4633.0,,,0,0,0,0,0,unfurnished,0
169,house,independent,sector 28,0.45,90000.0,50.0,Built Up area: 50 (4.65 sq.m.),5,3,0,1.0,,Undefined,50.0,,,0,0,0,0,0,unfurnished,0
170,house,ats tourmaline,sector 109,1.87,8697.0,2150.0,Built Up area: 2150 (199.74 sq.m.),3,4,0,12.0,,Undefined,2150.0,,,0,0,0,0,0,unfurnished,0
171,house,independent,sector 3,0.85,8500.0,1000.0,Built Up area: 1000 (92.9 sq.m.),1,1,0,1.0,,Undefined,1000.0,,,0,0,0,0,0,unfurnished,0
172,house,independent,sector 9,0.42,9333.0,450.0,Built Up area: 450 (41.81 sq.m.),5,3,2,2.0,,Undefined,450.0,,,0,0,0,0,0,unfurnished,0
173,house,bhawani enclave,maruti kunj,0.42,8235.0,510.0,Plot area 565(52.49 sq.m.)Carpet area: 510 sq.ft. (47.38 sq.m.),3,3,0,2.0,East,New Property,,510.0,,0,0,0,1,0,unfurnished,0
174,house,independent,sector 105,1.2,13333.0,900.0,Plot area 900(83.61 sq.m.),7,4,1,2.0,South-West,Moderately Old,900.0,,,0,0,0,0,1,semifurnished,13
175,house,independent,sector 50,6.5,21667.0,3000.0,Built Up area: 3000 (278.71 sq.m.),5,6,0,1.0,,Undefined,3000.0,,,0,0,0,0,0,unfurnished,0
176,house,independent,sector 3,0.75,57692.0,130.0,Built Up area: 130 (12.08 sq.m.),2,2,0,1.0,,Undefined,130.0,,,0,0,0,0,0,unfurnished,0
177,house,independent,sector 11,,,,Plot area 2700(250.84 sq.m.),6,4,2,2.0,East,Moderately Old,2699.0,,,0,0,0,0,0,unfurnished,19
178,house,independent,sector 105,1.35,3857.0,3500.0,Built Up area: 3500 (325.16 sq.m.)Carpet area: 2500 sq.ft. (232.26 sq.m.),5,3,3,3.0,East,Undefined,3500.0,2500.0,,0,0,0,0,0,unfurnished,0
179,house,independent,sector 57,4.7,21759.0,2160.0,Plot area 240(200.67 sq.m.),3,3,2,2.0,North,Old Property,2159.0,,,0,1,0,0,1,unfurnished,40
180,house,independent,sector 9,0.22,7407.0,297.0,Carpet area: 33 (27.59 sq.m.),2,2,2,1.0,,Undefined,,33.0,,0,0,0,0,0,unfurnished,0
181,house,independent,laxma,0.5,10482.0,477.0,Built Up area: 53 (44.31 sq.m.),5,3,0,1.0,,Undefined,53.0,,,0,0,0,0,0,unfurnished,0
182,house,independent,sector 9,1.25,8735.0,1431.0,Plot area 159(132.94 sq.m.),10,6,4,3.0,,Old Property,1430.0,,,0,0,0,0,0,unfurnished,0
183,house,project mianwali colony,sector 12,1.7,9444.0,1800.0,Carpet area: 1800 (167.23 sq.m.),1,1,2,1.0,,Undefined,,1800.0,,0,0,0,0,0,unfurnished,0
184,house,independent,sector 2,6.0,20000.0,3000.0,Built Up area: 333 (278.43 sq.m.),4,4,1,2.0,,Relatively New,333.0,,,0,0,0,0,0,unfurnished,0
185,house,independent,sector 55,2.8,18667.0,1500.0,Built Up area: 1500 (139.35 sq.m.),4,4,0,2.0,,Undefined,1500.0,,,0,0,0,0,0,unfurnished,0
186,house,independent,sohna road,0.07,2525.0,277.0,Plot area 33(27.59 sq.m.),1,1,0,1.0,,Relatively New,297.0,,,0,0,0,0,0,unfurnished,0
187,house,independent,sector 38,3.5,24306.0,1440.0,Carpet area: 160 (133.78 sq.m.),3,3,2,1.0,East,Relatively New,,160.0,,0,0,0,0,0,unfurnished,0
188,house,project housing board colony,sector 28,2.58,17695.0,1458.0,Carpet area: 1300 (120.77 sq.m.),4,2,2,2.0,,Undefined,,1300.0,,0,0,0,0,0,unfurnished,0
189,house,independent,sector 21,0.6,6173.0,972.0,Plot area 108(90.3 sq.m.),8,3,2,3.0,,Old Property,972.0,,,0,0,0,0,0,unfurnished,0
190,house,independent,sector 9,1.1,55000.0,200.0,Plot area 200(18.58 sq.m.),4,3,1,2.0,North-East,Old Property,200.0,,,0,0,0,0,0,unfurnished,0
191,house,independent,sector 12,2.5,13888.0,1800.0,Plot area 1800(167.23 sq.m.),9,5,2,1.0,South-East,Old Property,1799.0,,,0,0,0,1,0,unfurnished,6
192,house,independent,sector 38,3.5,20323.0,1722.0,Plot area 160,3,2,2,1.0,East,Moderately Old,1440.0,,,0,0,0,0,0,unfurnished,0
193,house,huda plots,sector 56,2.95,20359.0,1449.0,Plot area 161(134.62 sq.m.)Built Up area: 1000 sq.yards (836.13 sq.m.),2,2,2,1.0,North,Moderately Old,1000.0,,,0,0,0,0,0,unfurnished,28
194,house,independent,sector 105,0.7,5833.0,1200.0,Built Up area: 1200 (111.48 sq.m.),3,2,2,1.0,,Undefined,1200.0,,,0,0,0,0,0,unfurnished,0
195,house,independent,sector 7,1.16,11693.0,992.0,Plot area 992(92.16 sq.m.)Carpet area: 992 sq.ft. (92.16 sq.m.),5,4,2,3.0,North-East,Moderately Old,,992.0,,0,0,0,0,1,unfurnished,41
196,house,independent,sector 25,16.0,26667.0,6000.0,Built Up area: 6000 (557.42 sq.m.),6,5,2,3.0,East,Relatively New,6000.0,,,0,0,0,0,0,unfurnished,0
197,house,malibu towne,sector 47,8.5,53125.0,1600.0,Built Up area: 1600 (148.64 sq.m.),12,12,4,4.0,North,New Property,1600.0,,,0,0,0,0,0,furnished,128
198,house,suncity essel towers,sector 28,8.95,17900.0,5000.0,Plot area 5000(464.52 sq.m.),5,6,4,4.0,,Moderately Old,4998.0,,,0,0,0,0,0,unfurnished,0
199,house,independent,sector 43,14.0,39886.0,3510.0,Plot area 390(326.09 sq.m.),9,9,4,4.0,North,Moderately Old,3509.0,,,0,1,0,0,0,unfurnished,6
200,house,"bhim nagar, sector 6",sector 6,0.85,126865.0,67.0,Plot area 67(6.22 sq.m.),5,2,2,1.0,,Old Property,67.0,,,0,0,0,1,0,unfurnished,43
201,house,independent,sector 7,1.35,40909.0,330.0,Built Up area: 330 (30.66 sq.m.),4,5,0,3.0,,Undefined,330.0,,,0,0,0,0,0,unfurnished,0
202,house,independent,sector 50,13.2,27155.0,4861.0,Built Up area: 4861 (451.6 sq.m.),6,6,0,2.0,,Undefined,4861.0,,,0,0,0,0,0,unfurnished,0
203,house,anamika enclave,sector 12,6.0,14492.0,4140.0,Plot area 4140(384.62 sq.m.)Built Up area: 9000 sq.ft. (836.13 sq.m.),9,9,4,3.0,North-West,Old Property,9000.0,,,0,0,0,0,0,unfurnished,9
204,house,not applicable,laxma,0.51,14167.0,360.0,Plot area 40(33.45 sq.m.),4,4,3,4.0,,New Property,360.0,,,0,0,0,0,0,unfurnished,0
205,house,independent,laxma,1.1,11111.0,990.0,Built Up area: 990 (91.97 sq.m.),6,4,1,2.0,North,Undefined,990.0,,,0,0,0,0,0,unfurnished,0
206,house,independent,sector 11,,,,Plot area 1000(92.9 sq.m.),2,2,1,1.0,,Moderately Old,1000.0,,,0,0,0,0,0,unfurnished,0
207,house,independent,sector 37,2.5,13157.0,1900.0,Plot area 1900(176.52 sq.m.),5,5,4,2.0,,Relatively New,1899.0,,,0,0,0,0,0,unfurnished,0
208,house,independent,sector 7,0.53,5888.0,900.0,Built Up area: 900 (83.61 sq.m.),2,2,0,1.0,,Undefined,900.0,,,0,0,0,0,0,unfurnished,0
209,house,independent,sector 7,2.0,11111.0,1800.0,Plot area 200(167.23 sq.m.),2,2,1,2.0,,Relatively New,1799.0,,,0,0,0,0,0,unfurnished,0
210,house,independent,sector 56,8.0,9654.0,8287.0,Plot area 362(33.63 sq.m.)Built Up area: 8286 sq.ft. (769.79 sq.m.),10,10,4,4.0,,Relatively New,8286.0,,,1,1,0,1,0,furnished,124
211,house,independent,sector 13,0.45,4808.0,936.0,Built Up area: 936 (86.96 sq.m.),1,1,0,1.0,,Undefined,936.0,,,0,0,0,0,0,unfurnished,0
212,house,independent,sector 105,0.37,8222.0,450.0,Plot area 450(41.81 sq.m.),2,2,1,1.0,,Moderately Old,450.0,,,0,0,0,0,1,unfurnished,0
213,house,independent,sector 11,1.35,3857.0,3500.0,Plot area 3500(325.16 sq.m.),10,6,4,3.0,,Old Property,3499.0,,,0,0,0,0,0,unfurnished,0
214,house,independent,sector 105,0.5,50000.0,100.0,Built Up area: 100 (9.29 sq.m.),2,2,0,1.0,,Undefined,100.0,,,0,0,0,0,0,unfurnished,0
215,house,independent,arju,0.62,11273.0,550.0,Built Up area: 550 (51.1 sq.m.),3,1,0,2.0,,Undefined,550.0,,,0,0,0,0,0,unfurnished,0
216,house,independent,sector 25,8.0,8000.0,10000.0,Carpet area: 10000 (929.03 sq.m.),3,9,2,3.0,,New Property,,10000.0,,0,0,0,0,0,unfurnished,0
217,house,independent,sector 92,1.8,7627.0,2360.0,Built Up area: 2360 (219.25 sq.m.),4,5,0,13.0,,Undefined,2360.0,,,0,0,0,0,0,unfurnished,0
218,house,independent,sector 108,1.7,5666.0,3000.0,Built Up area: 3000 (278.71 sq.m.)Carpet area: 2600 sq.ft. (241.55 sq.m.),4,4,4,1.0,North-East,Undefined,3000.0,2600.0,,0,0,0,0,0,unfurnished,0
219,house,independent,sector 3,0.55,5000.0,1100.0,Built Up area: 1100 (102.19 sq.m.),2,1,0,1.0,,Undefined,1100.0,,,0,0,0,0,0,unfurnished,0
220,house,independent,sector 3,1.5,5000.0,3000.0,Built Up area: 3000 (278.71 sq.m.),6,1,0,1.0,,New Property,3000.0,,,0,0,0,0,0,unfurnished,0
221,house,independent,sector 109,1.55,6567.0,2360.0,Built Up area: 2360 (219.25 sq.m.),3,2,0,1.0,,Undefined,2360.0,,,0,0,0,0,0,unfurnished,0
222,house,independent,sector 17,0.32,22068.0,145.0,Built Up area: 145 (13.47 sq.m.),2,2,0,3.0,,Undefined,145.0,,,0,0,0,0,0,unfurnished,0
223,house,independent,laxma,0.65,11111.0,585.0,Plot area 65(54.35 sq.m.),4,2,2,,,Moderately Old,585.0,,,0,0,0,0,0,semifurnished,0
224,house,independent,arju,1.6,28674.0,558.0,Plot area 62(51.84 sq.m.),4,6,1,3.0,,Relatively New,558.0,,,0,0,0,0,0,unfurnished,0
225,house,independent,sector 7,0.95,21111.0,450.0,Plot area 450(41.81 sq.m.),2,1,1,3.0,,New Property,450.0,,,0,0,0,0,0,unfurnished,12
226,house,independent,sector 6,0.66,10784.0,612.0,Plot area 612(56.86 sq.m.),3,2,1,2.0,,Old Property,612.0,,,0,0,0,0,0,unfurnished,32
227,house,independent,sector 104,0.45,12162.0,370.0,Plot area 370(34.37 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),4,4,2,4.0,North,Moderately Old,,1500.0,,0,0,0,0,0,furnished,6
228,house,independent,sector 13,1.5,10518.0,1426.0,Plot area 1426(132.48 sq.m.),2,2,2,3.0,South-West,Old Property,1425.0,,,1,0,0,1,0,unfurnished,13
229,house,independent,sector 17,1.52,19869.0,765.0,Plot area 85(71.07 sq.m.)Built Up area: 105 sq.yards (87.79 sq.m.),2,2,1,1.0,South-East,Old Property,105.0,,,0,0,0,0,0,unfurnished,19
230,house,independent,laxma,0.85,7522.0,1130.0,Built Up area: 1130 (104.98 sq.m.),3,3,0,1.0,,Undefined,1130.0,,,0,0,0,0,0,unfurnished,0
231,house,independent,sector 7,0.45,5000.0,900.0,Carpet area: 900 (83.61 sq.m.),3,2,0,1.0,,Undefined,,900.0,,0,0,0,0,0,unfurnished,0
232,house,independent,sector 39,5.15,14072.0,3660.0,Built Up area: 340,5,5,0,1.0,,Relatively New,340.0,,,0,0,0,0,0,unfurnished,0
233,house,sector 14 rwa,sector 14,6.5,26000.0,2500.0,Plot area 2500(232.26 sq.m.),5,5,0,4.0,,Moderately Old,2499.0,,,0,0,0,0,0,unfurnished,0
234,house,iffco nagar and 17b rwa,sector 17,3.5,24305.0,1440.0,Plot area 1440(133.78 sq.m.),6,5,3,3.0,East,Old Property,1439.0,,,0,0,0,0,0,unfurnished,47
235,house,independent,sector 25,13.5,19286.0,7000.0,Built Up area: 7000 (650.32 sq.m.),9,9,0,1.0,East,Relatively New,7000.0,,,0,0,0,0,0,unfurnished,0
236,house,independent,sector 2,5.7,22634.0,2518.0,Plot area 270(225.75 sq.m.),9,9,4,3.0,North-East,Moderately Old,2429.0,,,0,0,0,1,0,semifurnished,0
237,house,ansal sushant lok plots,sector 43,3.3,26570.0,1242.0,Plot area 138(115.39 sq.m.),1,1,0,,,Under Construction,1242.0,,,0,0,0,0,0,unfurnished,0
238,house,independent,sector 7,1.75,11111.0,1575.0,Plot area 1575(146.32 sq.m.),4,2,2,2.0,,Old Property,1574.0,,,0,0,0,0,1,unfurnished,28
239,house,bhim garh kheri,sector 3,0.75,6410.0,1170.0,Plot area 130(108.7 sq.m.),4,2,2,2.0,West,Old Property,1170.0,,,0,0,0,0,0,unfurnished,15
240,house,independent,sector 12,3.5,133079.0,263.0,Plot area 263(24.43 sq.m.)Built Up area: 4800 sq.ft. (445.93 sq.m.)Carpet area: 4400 sq.ft. (408.77 sq.m.),8,8,4,3.0,South-East,Relatively New,4800.0,4400.0,,1,1,0,1,0,furnished,80
241,house,independent,sector 3,0.92,15257.0,603.0,Built Up area: 603 (56.02 sq.m.),4,1,0,1.0,,Undefined,603.0,,,0,0,0,0,0,unfurnished,0
242,house,independent,laxma,1.1,6111.0,1800.0,Plot area 200(167.23 sq.m.),8,4,4,2.0,West,Old Property,1799.0,,,0,0,0,0,0,unfurnished,6
243,house,surendra homes dayaindependentd colony,sector 6,0.75,15625.0,480.0,Built Up area: 480 (44.59 sq.m.),4,4,2,1.0,,Undefined,480.0,,,0,0,0,0,0,unfurnished,0
244,house,independent,laxma,1.25,78125.0,160.0,Built Up area: 160 (14.86 sq.m.),2,3,0,1.0,,Undefined,160.0,,,0,0,0,0,0,unfurnished,0
245,house,independent,sector 10,4.25,17955.0,2367.0,Built Up area: 2367 (219.9 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),4,3,2,1.0,North-East,Undefined,2367.0,1800.0,,0,0,0,0,0,unfurnished,0
246,house,independent,sector 3,0.37,7916.0,467.0,Built Up area: 480 (44.59 sq.m.),1,1,1,1.0,,Relatively New,480.0,,,0,0,0,0,0,unfurnished,0
247,house,dlf the grove,sector 54,5.7,211111.0,270.0,Built Up area: 270 (25.08 sq.m.),4,4,0,1.0,,Undefined,270.0,,,0,0,0,0,0,unfurnished,60
248,house,independent,sector 104,0.8,80000.0,100.0,Plot area 100(9.29 sq.m.),13,6,4,3.0,South,Moderately Old,100.0,,,1,1,0,1,1,unfurnished,0
249,house,independent,sector 70,2.1,35000.0,600.0,Carpet area: 600 (55.74 sq.m.),3,2,1,3.0,,New Property,,600.0,,0,0,0,0,0,unfurnished,0
250,house,independent,sector 3,1.1,10000.0,1100.0,Built Up area: 1100 (102.19 sq.m.)Carpet area: 900 sq.ft. (83.61 sq.m.),5,4,2,1.0,East,Undefined,1100.0,900.0,,0,0,0,0,0,unfurnished,0
251,house,rk excelo,sector 12,0.6,120000.0,50.0,Plot area 50(4.65 sq.m.)Built Up area: 30 sq.ft. (2.79 sq.m.)Carpet area: 15 sq.ft. (1.39 sq.m.),5,3,2,3.0,North,Moderately Old,30.0,15.0,,0,0,0,0,1,unfurnished,0
252,house,independent,sohna road,1.2,22297.0,538.0,Plot area 50,4,4,4,4.0,West,Old Property,450.0,,,0,0,0,0,0,semifurnished,6
253,house,independent,sector 28,4.5,125000.0,360.0,Built Up area: 360 (33.45 sq.m.),4,4,0,4.0,,Undefined,360.0,,,0,0,0,0,0,unfurnished,0
254,house,sobha city,sector 108,,,,Built Up area: 7331 (681.07 sq.m.),5,1,0,1.0,,Old Property,7331.0,,,0,0,0,0,0,unfurnished,64
255,house,independent,sector 17,3.0,11111.0,2700.0,Carpet area: 2700 (250.84 sq.m.),4,4,0,1.0,,Undefined,,2700.0,,0,0,0,0,0,unfurnished,0
256,house,vipul tatvam villa,sector 48,8.5,26235.0,3240.0,Plot area 360(301.01 sq.m.),4,6,3,3.0,North,Old Property,3239.0,,,0,1,0,1,1,unfurnished,53
257,house,independent,sector 28,0.75,20833.0,360.0,Plot area 40(33.45 sq.m.),7,4,4,4.0,,Moderately Old,360.0,,,0,0,0,0,0,unfurnished,6
258,house,independent,sector 12,6.0,315789.0,190.0,Plot area 190(17.65 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),9,6,2,2.0,North-East,Old Property,,1600.0,,0,0,0,0,0,unfurnished,0
259,house,independent,arju,0.82,10224.0,802.0,Carpet area: 802 (74.51 sq.m.),4,4,0,2.0,,Undefined,,802.0,,0,0,0,0,0,unfurnished,0
260,house,independent,sector 105,1.15,3285.0,3501.0,Carpet area: 3500 (325.16 sq.m.),3,2,1,1.0,,Undefined,,3500.0,,0,0,0,0,0,unfurnished,0
261,house,ansal api esencia,sector 67,1.85,74000.0,250.0,Carpet area: 250 (23.23 sq.m.),3,3,3,1.0,,Undefined,,250.0,,0,0,0,0,0,unfurnished,59
262,house,independent,sector 43,5.75,23662.0,2430.0,Plot area 270(225.75 sq.m.)Built Up area: 260 sq.yards (217.39 sq.m.)Carpet area: 220 sq.yards (183.95 sq.m.),4,4,2,4.0,North,Under Construction,260.0,220.0,,0,1,1,0,0,unfurnished,175
263,house,independent,sector 9,0.6,10753.0,558.0,Plot area 62(51.84 sq.m.),3,3,1,2.0,,Relatively New,558.0,,,0,0,0,0,0,unfurnished,0
264,house,independent,sector 13,4.5,9091.0,4950.0,Plot area 550(459.87 sq.m.),4,5,2,2.0,East,Old Property,4948.0,,,0,0,0,0,0,unfurnished,0
265,house,independent,sector 24,3.2,59259.0,540.0,Plot area 60(50.17 sq.m.),14,14,4,6.0,West,Relatively New,540.0,,,0,0,0,0,0,unfurnished,12
266,house,independent,laxma,0.6,105263.0,57.0,Plot area 57(5.3 sq.m.),3,3,1,2.0,,Old Property,57.0,,,0,0,0,0,1,unfurnished,0
267,house,hero homes,sector 104,1.95,21195.0,920.0,Plot area 920(85.47 sq.m.),3,5,4,2.0,,Moderately Old,920.0,,,0,0,0,0,0,unfurnished,70
268,house,ganpati heights apartment,sector 13,1.25,151.0,82781.0,Plot area 115(7692.86 sq.m.),10,6,2,3.0,South-East,Old Property,82775.0,,,0,0,0,0,1,unfurnished,13
269,house,international city by sobha phase 1,sector 109,6.1,25103.0,2430.0,Plot area 270(225.75 sq.m.),5,6,4,2.0,,Moderately Old,2429.0,,,0,1,0,0,0,unfurnished,34
270,house,independent,sector 6,0.5,13889.0,360.0,Plot area 40(33.45 sq.m.),5,3,3,3.0,,Old Property,360.0,,,0,0,0,0,0,unfurnished,0
271,house,independent,manesar,2.0,14954.0,1337.0,Plot area 1337.4(124.25 sq.m.),3,1,0,3.0,North,Moderately Old,1337.0,,,0,0,0,0,0,unfurnished,15
272,house,housing board colony,sector 28,2.1,23333.0,900.0,Plot area 100(83.61 sq.m.),8,8,4,4.0,South-East,Moderately Old,900.0,,,0,0,0,0,1,semifurnished,41
273,house,independent,maruti kunj,0.65,6500.0,1000.0,Carpet area: 1000 (92.9 sq.m.),6,2,3,1.0,,Undefined,,1000.0,,0,0,0,0,0,unfurnished,0
274,house,unitech espace,sector 50,11.5,35494.0,3240.0,Built Up area: 3240 (301.01 sq.m.),5,6,0,1.0,North-West,Undefined,3240.0,,,0,0,0,0,0,unfurnished,0
275,house,independent,sector 13,0.9,11464.0,785.0,Plot area 785(72.93 sq.m.),5,4,3,3.0,North-West,Moderately Old,785.0,,,1,1,0,1,1,unfurnished,0
276,house,not applicable,laxma,0.75,11718.0,640.0,Plot area 640(59.46 sq.m.),5,4,3,2.0,,Moderately Old,640.0,,,0,0,0,0,0,unfurnished,0
277,house,independent,sector 105,1.3,11555.0,1125.0,Plot area 1125(104.52 sq.m.),3,3,1,2.0,North,Moderately Old,1125.0,,,0,0,0,0,0,unfurnished,22
278,house,shree krishna homes,sector 104,0.48,50000.0,96.0,Plot area 80(7.43 sq.m.)Built Up area: 795 sq.ft. (73.86 sq.m.)Carpet area: 720 sq.ft. (66.89 sq.m.),2,2,1,1.0,North-East,New Property,795.0,720.0,,1,0,0,1,1,unfurnished,48
279,house,independent,sector 3,0.68,3874.0,1755.0,Built Up area: 1755 (163.04 sq.m.),5,3,0,1.0,,Undefined,1755.0,,,0,0,0,0,0,unfurnished,0
280,house,bhim garh kheri,sector 3,1.5,7576.0,1980.0,Plot area 220(183.95 sq.m.),7,2,0,1.0,,Undefined,1979.0,,,0,0,0,0,0,unfurnished,0
281,house,independent,sector 105,1.3,11556.0,1125.0,Built Up area: 1125 (104.52 sq.m.),3,3,1,1.0,East,Undefined,1125.0,,,0,0,0,0,0,unfurnished,0
282,house,independent,sector 9,0.6,10753.0,558.0,Plot area 62(51.84 sq.m.),2,2,1,1.0,North-East,Moderately Old,558.0,,,0,0,0,0,0,unfurnished,6
283,house,sector 14 rwa,sector 14,6.5,20635.0,3150.0,Plot area 350(292.64 sq.m.),4,4,4,2.0,,Moderately Old,3149.0,,,0,0,0,0,0,unfurnished,0
284,house,independent,sector 11,2.1,17284.0,1215.0,Plot area 135(112.88 sq.m.),6,6,4,3.0,,Relatively New,1215.0,,,0,0,0,0,0,unfurnished,20
285,house,independent,sector 31,4.6,32258.0,1426.0,Built Up area: 1426 (132.48 sq.m.)Carpet area: 1069 sq.ft. (99.31 sq.m.),2,2,2,2.0,East,Undefined,1426.0,1069.0,,0,0,0,0,0,unfurnished,0
286,house,independent,sector 3,1.0,11111.0,900.0,Plot area 900(83.61 sq.m.),3,4,2,2.0,,Relatively New,900.0,,,0,0,0,0,0,unfurnished,0
287,house,independent,sector 105,1.1,12222.0,900.0,Carpet area: 900 (83.61 sq.m.),6,4,1,1.0,South-West,Undefined,,900.0,,0,0,0,0,0,unfurnished,0
288,house,huda housing board colony,sector 31,4.6,31506.0,1460.0,Plot area 1460(135.64 sq.m.),6,4,4,3.0,East,Old Property,1459.0,,,0,0,0,0,1,unfurnished,6
289,house,independent,sector 9,0.35,9722.0,360.0,Plot area 40(33.45 sq.m.),2,2,1,2.0,South-East,Old Property,360.0,,,0,0,0,0,0,unfurnished,0
290,house,laxmi garden sector-11,sector 11,1.5,12820.0,1170.0,Plot area 130(108.7 sq.m.),12,9,1,3.0,East,Relatively New,1170.0,,,1,1,0,1,1,semifurnished,120
291,house,independent,sector 24,10.0,229885.0,435.0,Carpet area: 435 (40.41 sq.m.),8,10,4,1.0,West,Undefined,,435.0,,0,0,0,0,0,unfurnished,0
292,house,ansal celebrity homes,sector 2,5.2,10000.0,5200.0,Built Up area: 5200 (483.1 sq.m.)Carpet area: 4000 sq.ft. (371.61 sq.m.),4,5,2,1.0,,Undefined,5200.0,4000.0,,0,0,0,0,0,unfurnished,0
293,house,independent,laxma,0.4,8889.0,450.0,Plot area 50(41.81 sq.m.),1,1,0,1.0,,Moderately Old,450.0,,,0,0,0,0,0,unfurnished,0
